ADF,Jan,Kikuyu,0.44615
ADF,Feb,Kikuyu,0.44615
ADF,Mar,Kikuyu,0.44615
ADF,Apr,Kikuyu,0.44615
ADF,May,Kikuyu,0.44615
ADF,Jun,Kikuyu,0.44615
ADF,Jul,Kikuyu,0.44615
ADF,Aug,Kikuyu,0.44615
ADF,Sep,Kikuyu,0.44615
ADF,Oct,Kikuyu,0.44615
ADF,Nov,Kikuyu,0.44615
ADF,Dec,Kikuyu,0.44615
NDF,Jan,Kikuyu,0.89231
NDF,Feb,Kikuyu,0.89231
NDF,Mar,Kikuyu,0.89231
NDF,Apr,Kikuyu,0.89231
NDF,May,Kikuyu,0.89231
NDF,Jun,Kikuyu,0.89231
NDF,Jul,Kikuyu,0.89231
NDF,Aug,Kikuyu,0.89231
NDF,Sep,Kikuyu,0.89231
NDF,Oct,Kikuyu,0.89231
NDF,Nov,Kikuyu,0.89231
NDF,Dec,Kikuyu,0.89231
ADF,Jan,Paspalum,0.46154
ADF,Feb,Paspalum,0.46154
ADF,Mar,Paspalum,0.46154
ADF,Apr,Paspalum,0.46154
ADF,May,Paspalum,0.46154
ADF,Jun,Paspalum,0.46154
ADF,Jul,Paspalum,0.46154
ADF,Aug,Paspalum,0.46154
ADF,Sep,Paspalum,0.46154
ADF,Oct,Paspalum,0.46154
ADF,Nov,Paspalum,0.46154
ADF,Dec,Paspalum,0.46154
NDF,Jan,Paspalum,0.89231
NDF,Feb,Paspalum,0.89231
NDF,Mar,Paspalum,0.89231
NDF,Apr,Paspalum,0.89231
NDF,May,Paspalum,0.89231
NDF,Jun,Paspalum,0.89231
NDF,Jul,Paspalum,0.89231
NDF,Aug,Paspalum,0.89231
NDF,Sep,Paspalum,0.89231
NDF,Oct,Paspalum,0.89231
NDF,Nov,Paspalum,0.89231
NDF,Dec,Paspalum,0.89231
ADF,Jan,Lucerne,0.29286
ADF,Feb,Lucerne,0.29286
ADF,Mar,Lucerne,0.29286
ADF,Apr,Lucerne,0.29286
ADF,May,Lucerne,0.29286
ADF,Jun,Lucerne,0.29286
ADF,Jul,Lucerne,0.29286
ADF,Aug,Lucerne,0.29286
ADF,Sep,Lucerne,0.29286
ADF,Oct,Lucerne,0.29286
ADF,Nov,Lucerne,0.29286
ADF,Dec,Lucerne,0.29286
NDF,Jan,Lucerne,0.38776
NDF,Feb,Lucerne,0.38776
NDF,Mar,Lucerne,0.38776
NDF,Apr,Lucerne,0.38776
NDF,May,Lucerne,0.38776
NDF,Jun,Lucerne,0.38776
NDF,Jul,Lucerne,0.38776
NDF,Aug,Lucerne,0.38776
NDF,Sep,Lucerne,0.38776
NDF,Oct,Lucerne,0.38776
NDF,Nov,Lucerne,0.38776
NDF,Dec,Lucerne,0.38776
ADF,Jan,Rye,0.53846
ADF,Feb,Rye,0.53846
ADF,Mar,Rye,0.23364
ADF,Apr,Rye,0.23364
ADF,May,Rye,0.23364
ADF,Jun,Rye,0.23364
ADF,Jul,Rye,0.23364
ADF,Aug,Rye,0.23364
ADF,Sep,Rye,0.23364
ADF,Oct,Rye,0.26961
ADF,Nov,Rye,0.26961
ADF,Dec,Rye,0.37037
NDF,Jan,Rye,1.17692
NDF,Feb,Rye,1.17692
NDF,Mar,Rye,0.51402
NDF,Apr,Rye,0.51402
NDF,May,Rye,0.51402
NDF,Jun,Rye,0.51402
NDF,Jul,Rye,0.51402
NDF,Aug,Rye,0.51402
NDF,Sep,Rye,0.51402
NDF,Oct,Rye,0.58824
NDF,Nov,Rye,0.58824
NDF,Dec,Rye,0.78642
