Jan,Jan,PFStep1,1.698
Jan,Feb,PFStep1,1.548
Jan,Mar,PFStep1,1.613
Jan,Apr,PFStep1,1.749
Jan,May,PFStep1,1.933
Jan,Jun,PFStep1,2.162
Jan,Jul,PFStep1,2.437
Jan,Aug,PFStep1,2.762
Jan,Sep,PFStep1,3.143
Jan,Jan,PFStep2,2.126301405
Jan,Feb,PFStep2,1.938382368
Jan,Mar,PFStep2,2.020551209
Jan,Apr,PFStep2,2.190482586
Jan,May,PFStep2,2.421258259
Jan,Jun,PFStep2,2.707714081
Jan,Jul,PFStep2,3.051724386
Jan,Aug,PFStep2,3.458663307
Jan,Sep,PFStep2,3.936320756
Jan,Jan,PFStep3,2.846797911
Jan,Feb,PFStep3,2.595202573
Jan,Mar,PFStep3,2.705214298
Jan,Apr,PFStep3,2.932726863
Jan,May,PFStep3,3.241700795
Jan,Jun,PFStep3,3.625222075
Jan,Jul,PFStep3,4.085800153
Jan,Aug,PFStep3,4.630630189
Jan,Sep,PFStep3,5.270141703
Jan,Jan,PFStep4,4.321953374
Jan,Feb,PFStep4,3.939986212
Jan,Mar,PFStep4,4.107003879
Jan,Apr,PFStep4,4.452409044
Jan,May,PFStep4,4.921487274
Jan,Jun,PFStep4,5.503741843
Jan,Jul,PFStep4,6.202982548
Jan,Aug,PFStep4,7.030132942
Jan,Sep,PFStep4,8.001026919
Jan,Jan,PFStep5,9.295052689
Jan,Feb,PFStep5,8.473571153
Jan,Mar,PFStep5,8.832769387
Jan,Apr,PFStep5,9.575618493
Jan,May,PFStep5,10.58444633
Jan,Jun,PFStep5,11.836678
Jan,Jul,PFStep5,13.34050709
Jan,Aug,PFStep5,15.11942644
Jan,Sep,PFStep5,17.20748938
Feb,Feb,PFStep1,1.698
Feb,Mar,PFStep1,1.548
Feb,Apr,PFStep1,1.613
Feb,May,PFStep1,1.749
Feb,Jun,PFStep1,1.933
Feb,Jul,PFStep1,2.162
Feb,Aug,PFStep1,2.437
Feb,Sep,PFStep1,2.762
Feb,Oct,PFStep1,3.143
Feb,Feb,PFStep2,2.126301405
Feb,Mar,PFStep2,1.938382368
Feb,Apr,PFStep2,2.020551209
Feb,May,PFStep2,2.190482586
Feb,Jun,PFStep2,2.421258259
Feb,Jul,PFStep2,2.707714081
Feb,Aug,PFStep2,3.051724386
Feb,Sep,PFStep2,3.458663307
Feb,Oct,PFStep2,3.936320756
Feb,Feb,PFStep3,2.846797911
Feb,Mar,PFStep3,2.595202573
Feb,Apr,PFStep3,2.705214298
Feb,May,PFStep3,2.932726863
Feb,Jun,PFStep3,3.241700795
Feb,Jul,PFStep3,3.625222075
Feb,Aug,PFStep3,4.085800153
Feb,Sep,PFStep3,4.630630189
Feb,Oct,PFStep3,5.270141703
Feb,Feb,PFStep4,4.321953374
Feb,Mar,PFStep4,3.939986212
Feb,Apr,PFStep4,4.107003879
Feb,May,PFStep4,4.452409044
Feb,Jun,PFStep4,4.921487274
Feb,Jul,PFStep4,5.503741843
Feb,Aug,PFStep4,6.202982548
Feb,Sep,PFStep4,7.030132942
Feb,Oct,PFStep4,8.001026919
Feb,Feb,PFStep5,9.295052689
Feb,Mar,PFStep5,8.473571153
Feb,Apr,PFStep5,8.832769387
Feb,May,PFStep5,9.575618493
Feb,Jun,PFStep5,10.58444633
Feb,Jul,PFStep5,11.836678
Feb,Aug,PFStep5,13.34050709
Feb,Sep,PFStep5,15.11942644
Feb,Oct,PFStep5,17.20748938
Mar,Mar,PFStep1,1.698
Mar,Apr,PFStep1,1.548
Mar,May,PFStep1,1.613
Mar,Jun,PFStep1,1.749
Mar,Jul,PFStep1,1.933
Mar,Aug,PFStep1,2.162
Mar,Sep,PFStep1,2.437
Mar,Oct,PFStep1,2.762
Mar,Nov,PFStep1,3.143
Mar,Mar,PFStep2,2.126301405
Mar,Apr,PFStep2,1.938382368
Mar,May,PFStep2,2.020551209
Mar,Jun,PFStep2,2.190482586
